board,decision
 XXO  O  ,1
X  O     ,3
 X XOOXO ,1
OXOX    X,8
   X OX  ,1
XX  OXO  ,3
OXO XXOOX,4
   XX OXO,2
         ,5
 OXOOX X ,9
XXOX  OOX,5
   O X   ,7
  X      ,1
XXOOX XOO,6
OO XO X X,8
  XO     ,1
   X     ,3
X XOXO XO,7
XOXXXO OO,7
 OXO XX  ,5
  O  X   ,1
      XO ,5
 XO OXXOX,1
     X   ,4
X  OXOX  ,3
   O XX  ,5
X XOX O O,2
 O X X  O,5
      X  ,9
X OO    X,5
    O  XX,7
OX       ,5
         ,1
 X  O    ,7
         ,5
         ,2
XX XO OO ,3
         ,5
XXOOX XOO,6
      OX ,5
X X  X OO,7
X    OX  ,5
O XO XXO ,5
    X XOO,3
         ,9
  OOXX OX,1
XX   OO  ,3
       X ,5
 OOX X X ,1
         ,3
         ,9
OXOXX XOO,6
 XOX   XO,6
X O XXOO ,9
       OX,5
 X    OX ,5
 OX  OXXO,5
  O     X,7
  O  X  X,5
XXOX OOOX,5
 OO X   X,1
XOX XO O ,7
  X      ,5
   O    X,6
O   X  X ,2
X    O OX,5
OX   X  O,4
O XX O X ,9
XOXOXX  O,8
X  OO X  ,9
XOXO     ,5
 XOX O   ,9
  X O O X,6
         ,5
   OX O X,1
  X      ,9
 XX OO XO,1
 O OXO XX,7
  X      ,5
 OO XXXOX,1
XOXOXO X ,7
 X X  O  ,9
     O XX,5
X O  O  X,5
     XOX ,3
 O  OXX X,8
   XX   O,6
X X OOXXO,4
      X  ,3
 X X  O  ,5
  XOX O  ,1
  X    O ,2
         ,7
   X     ,7
X   X O O,8
 X X O  O,3
     X  O,5
X  O   X ,5
    X    ,9
O   X    ,8
 X O  OX ,5
         ,7
    O XXO,1
 O OX XOX,3
        X,6
O   X O X,4
X        ,5
 XXX OOXO,5
     XX O,5
         ,5
X   X   O,7
XX XOO  O,3
 X    OXO,5
         ,4
   XXO O ,7
 O  X X O,3
         ,9
XO   XO X,5
X  O XO  ,9
OOXX X   ,9
OX XOXXO ,9
   X O   ,1
         ,5
         ,1
         ,5
XOO O  XX,7
 OOX XXO ,5
X O   XO ,4
 OOXO  XX,7
  O O  XX,7
   XO  XO,3
OXX   X O,5
O X  O X ,5
 OXXO    ,8
O     XX ,9
 OOXX   X,1
OX   O X ,5
       OX,2
  X      ,5
    X    ,4
 OXOX  XO,7
 OXX  O  ,6
OO X XX  ,3
O  X   X ,5
XOOO  X X,5
  XO   OX,6
         ,3
     X  O,5
OO XX X O,6
 XO    OX,7
       X ,3
         ,3
   O  X  ,9
XXOOO XX ,6
OO   X X ,3
OXXXOOOX ,9
         ,3
XXOO X  O,5
XX XOOOOX,3
    X XOO,3
   O  XX ,5
    XO  X,8
         ,5
        X,6
XXOOX X O,6
 X O OXX ,5
 O  OX  X,3
    XO X ,9
X       O,7
 XO   XO ,9
  O X    ,4
         ,5
 O  XOOXX,1
    X    ,4
 XXX  OO ,9
 XOOOXX X,1
 OXOX  OX,7
OO XOXOXX,3
XO O OXX ,9
    X    ,1
   X O  X,1
O X X    ,7
  O   OXX,5
XX OXOXOO,3
 OX OX XO,1
XOOX     ,7
   X  O  ,5
 OO X XOX,1
 OX O X  ,8
O  X     ,6
         ,5
         ,3
OOXXO X X,8
X O XX  O,4
X  XXO O ,7
OXXX  O O,8
    XXOO ,4
 XO      ,5
  XXOXOO ,9
        X,7
X  O  XO ,5
X   O  XO,4
X        ,5
O OXX OXX,2
X OXO  X ,7
  X      ,7
XX O     ,5
O XXO OXX,2
  OX  X  ,6
  XOXXOXO,1
    XO XO,2
OOX X   X,6
         ,9
         ,5
 XX O    ,1
 X O    X,3
O  XO OXX,3
         ,7
  O  X   ,5
 XXO     ,5
  XXOO  X,1
         ,4
   X OOXX,2
 O   X   ,5
   O X   ,1
         ,7
O XX XOO ,9
  OX   X ,5
X O O X  ,4
   X X O ,9
         ,5
O OX XOXX,5
  OX X  O,5
   XOO XX,7
  O     X,7
XO  X X O,3
    OXX O,1
         ,9
 OOX   X ,1
         ,5
OO    XX ,9
 XX O    ,9
         ,1
XOO XXX O,4
O  X X O ,5
     X   ,1
     XO  ,5
     X   ,9
         ,1
 O    X  ,1
     XO  ,3
       X ,9
      O X,3
O XO  XXO,5
OX X X OO,5
  X      ,9
 OX OX   ,9
  X O X O,1
  OX  XXO,6
OOXX XXOO,5
XX OXX OO,7
  X X O  ,1
   X     ,5
 X  OOXX ,4
         ,5
OOXX XOXO,5
   X     ,5
         ,1
OXO X X  ,8
   O  XX ,9
         ,7
 OOO X XX,7
X O  XXO ,4
         ,5
      X  ,3
XOX   XOO,4
   OXX   ,2
         ,7
XO  X    ,9
X X OOOX ,2
 X  X  OO,7
   OX XOX,3
    X O  ,1
 O X X OX,5
   OXX O ,9
X        ,6
 X  O  X ,9
X       O,3
O O  X XX,2
    X    ,3
OXO XX   ,9
 X  O  X ,9
 O  X    ,4
O  XX  XO,6
XX  XO  O,3
OXO  XX  ,8
 XOOXO  X,8
         ,5
  O XX   ,2
    X    ,9
OXO X X  ,8
OX  XX O ,4
 X O     ,5
OOXXX OXO,6
  O  X XO,7
         ,3
   X  XO ,1
XO  X    ,9
X O      ,5
 OOXOXXXO,1
OOXXO XX ,9
  O     X,7
     X   ,5
    X    ,9
OX OXOX X,3
         ,3
XO XXO  O,7
    XO   ,3
 OXOXXO  ,9
XOXX O O ,7
X OOX XO ,9
  OXOO XX,7
  OXX XO ,1
         ,1
      X  ,8
OXXOXO OX,7
 XXOO OXX,1
XX   O OX,5
OO  XXX  ,3
         ,5
O OX  X X,2
X  XOX  O,7
X    O  X,5
XO    OXX,5
X        ,5
         ,9
  X     O,1
 X O XO X,1
XOOXOX XO,7
O XXOOXOX,2
  O O  XX,7
O  XOXO X,3
 XX OO   ,1
     X   ,5
 X O     ,3
  XX O O ,7
X XXOOOOX,2
X X O   O,2
X O XXOO ,4
         ,9
 X  X   O,8
 X       ,5
     X   ,5
 OX  X O ,9
  X   O  ,9
        X,3
XOX  OXO ,4
O O X   X,2
OX XOXOOX,3
 O O  X X,8
O OXXOXX ,9
OXOOXX OX,7
X OO X X ,7
OXOXOXXO ,9
         ,2
XOO    X ,7
         ,3
    O   X,7
OXOX X XO,5
 O XXO   ,3
XOXXOOO X,8
 XOX   XO,6
 XXXOOOX ,1
XOOOXOXX ,9
  XX OO  ,1
OO XO X X,8
 X XOO   ,3
    X    ,1
 O  X XO ,3
       X ,7
OOXX  OXX,5
OXO  X   ,5
XOOXOX XO,7
  OO X X ,2
         ,9
      X  ,3
         ,5
XXO OX XO,7
X OOXXOXO,2
X  X   OO,7
 OO XX  X,1
O XX OOXX,2
  OXO X X,1
     X   ,5
         ,3
X OOOXXOX,2
 OXOX O X,6
         ,1
         ,9
O OX  X  ,9
         ,1
XO XOOOXX,3
         ,5
         ,1
         ,7
 X O  X O,5
         ,5
         ,8
OX O  XXO,5
  X  O   ,7
X   OO  X,7
 X  OX O ,3
   OXXO  ,1
X        ,5
  X     O,1
 OXXXOOOX,1
O    OX X,8
 OX XX OO,4
XO  O X  ,4
O X   X  ,9
XX  OOXXO,4
  XX OO X,2
   X     ,9
 X  O    ,3
O O XX X ,2
X  O     ,5
X        ,8
  X XO  O,7
 XO XO   ,8
XXOOXO   ,8
OX XXOOOX,3
 O   X   ,3
X    OXOX,4
       X ,2
X O   OXX,5
X OXO    ,7
     X   ,9
OXXO     ,7
X X  XO O,8
  XO     ,1
O O   X X,8
X OOX    ,9
 O X XXOO,1
XX  OXO  ,3
 O   O XX,7
     X   ,4
       X ,5
         ,5
         ,1
OOX OX X ,9
XO OXOXX ,3
         ,3
     X   ,5
OXX  XO  ,4
 OXX  OX ,1
         ,3
    O  X ,7
  O XXOOX,1
         ,3
  O X X  ,9
         ,9
 OXO   XX,6
         ,5
 X O     ,1
   XOX   ,8
XO O OX X,8
XXOOOX  X,7
OXOXOOXX ,9
 O  X    ,7
OXXO OXXO,5
OOXX X   ,7
 XXO OXOX,5
 XXOO OX ,1
OXXOOX X ,9
X OX OO X,5
  OOXO XX,1
   OX  X ,2
X  OO  XX,6
 X       ,3
OXOX O  X,8
 O   X  X,3
  OXX O X,1
      X  ,5
  X O  OX,6
 X  XOO  ,8
X XX   OO,7
    X  O ,7
 X   OXXO,3
O XXO XOX,2
  X X   O,2
         ,5
OXXO    X,7
     XO  ,4
O  XO  X ,9
OX OXX OX,7
XOOXOX XO,7
X  O     ,3
 X   XO  ,5
         ,3
XO X    O,7
 OXOXXOX ,1
         ,5
   X   XO,7
XOO OX X ,7
 X     OX,1
XOX  O   ,5
         ,3
OX X XOXO,5
        X,1
 X XO   O,3
 X XOOXXO,1
XOX    OX,5
 OX X  O ,7
        X,6
OOXX  XO ,5
   X O   ,3
 OX    OX,6
  O XXXOO,4
  X O  X ,9
 OXOXX  O,7
     X   ,5
O OOXXX X,2
X        ,4
    O  X ,7
  X      ,1
XX  XO OO,3
OO  XOX X,3
 O XX OOX,1
O    X   ,7
OXXX X OO,7
X OO X XO,5
X XO OXOX,5
XO      X,3
  X XOOXO,2
XO  X X O,3
 X  OOXX ,4
X  O   X ,2
X OX X O ,5
XOXOO XXO,6
      O X,3
O XOX  OX,7
   O   X ,5
X  O   X ,9
     X  O,5
O     X  ,5
O  X  XO ,5
  X      ,1
    X X O,3
 OX OX XO,1
   XX O  ,6
         ,8
X     OOX,5
    X  O ,1
OXOO XXOX,5
         ,9
X X OOXXO,4
X X OX O ,2
O OXX    ,6
  X      ,5
X O  XXOO,4
      X  ,8
         ,4
      X O,6
       X ,2
   X  OX ,5
 O XX  OX,6
X O    XO,5
X OX XOOX,5
    X    ,9
O  X X O ,5
 O X     ,3
O X XXO O,4
  OO   XX,7
 X    X O,6
   O  X X,5
         ,9
  O X    ,6
 XX OXOO ,9
OXX XOOOX,4
 XOXOX O ,7
         ,1
X        ,5
   XXOXOO,3
OXOO XXOX,5
  X X   O,7
 O  XX   ,9
O  X OXXO,5
         ,1
OOXXO  XX,6
 O XXOXXO,3
  X      ,5
    X    ,2
   O   X ,1
  X O X  ,9
         ,5
X XXOO O ,7
 XX     O,8
O OXOXXOX,2
  X O    ,8
         ,5
OXOO XXX ,5
  OXOOXX ,1
 XXO  XOO,1
      X  ,8
 OXOXO XX,1
OOXX  XXO,5
         ,5
         ,3
X O  X   ,5
X XOXO  O,2
  O  X   ,7
 OX     X,6
XX O  OX ,5
XO X O OX,7
     X   ,9
  XXXOOXO,2
  X   O  ,1
XOX X  OO,7
 X  X O O,8
       X ,5
         ,5
 X O O X ,5
 XX  XO O,8
O   X  X ,2
  OX  X O,1
X  X  O  ,5
 XXOOXXO ,1
  OXX OOX,6
 XX O OOX,1
  X    O ,5
O  XXO X ,2
X   O    ,7
    X    ,6
X XXXO OO,7
     OXXO,1
X XO X OO,2
 X   O   ,9
 OXOXX   ,7
XOX     O,8
 OOOXXXOX,1
         ,5
     X   ,2
       X ,9
 O OXX XO,7
 X  O X  ,1
X XO XO O,2
OXOX X O ,5
XXOOX   O,8
XXOXXOOO ,9
X   OX   ,7
O   X   X,6
 X OX    ,7
X OO X XO,2
 O   X   ,1
         ,7
X   OOX  ,4
         ,7
    XOO X,1
  OOXOXX ,2
         ,3
 OOXOXXX ,1
OOX   X  ,5
O XX   O ,5
X O  OX  ,4
 XOOXXXOO,1
 XXXOX OO,1
O  OXXX  ,3
         ,9
 O     X ,1
 XX O XOO,1
         ,3
   OX XO ,3
X  OX O  ,9
OX  OX  X,3
 XOO XOXX,5
XO X X  O,7
X OXOX OX,7
X XO O  X,5
OX  XXO O,8
  XX OXOO,1
 XX    O ,1
X   O    ,7
O OX   X ,2
  OXO X  ,1
         ,3
O   X    ,7
X        ,2
   X   O ,7
X  XOX O ,2
XXOX  OOX,5
       X ,9
 X OXO   ,8
 XX OX  O,1
 O      X,5
 XO OXXO ,1
X X   O O,2
XXOX OOX ,9
  X O X O,1
         ,3
         ,7
         ,5
 XX OOO X,1
     X   ,3
XOOXX  O ,9
    X    ,4
         ,6
 X O OXXO,5
   O  X  ,5
     O X ,5
    X    ,4
XOXXOXO O,8
X XX   OO,7
  X  X OO,7
         ,8
  X OO XX,4
O X  X XO,5
XO XO    ,7
XOX O OX ,9
         ,6
      X  ,9
XOOX X  O,5
  OXOOXX ,9
         ,5
X        ,9
 X  XO  O,8
OXX    O ,7
         ,3
         ,8
 OX O   X,6
  XXOX  O,1
X XX  O O,8
  O     X,7
XO XO   X,8
 XOXX   O,6
         ,3
         ,5
X OXX O  ,9
X  XO O  ,3
         ,5
       X ,7
         ,5
     XO X,3
   O  X  ,5
X OO XXXO,5
 OX      ,5
X XO  OXO,2
X X X  OO,7
 XXXOXOO ,9
   X     ,5
XXO  O X ,9
X    OOX ,4
X  O O X ,5
XOXOO OXX,6
X        ,9
O XX   OX,6
         ,3
OXOO  XX ,9
XX O     ,5
XX  X O O,8
 OOX XOX ,5
X  OOXX  ,8
X X  OXO ,5
X XO OX  ,5
OX XX  O ,6
         ,5
   OX    ,9
X OX XOO ,5
OX O XXXO,5
  OXX    ,2
     O X ,5
 XXO   OX,6
         ,7
 O OXXOX ,1
  X O X  ,9
X  X  OOX,5
  X      ,1
OXOO  X X,8
  XXXOOOX,2
 XXOO XO ,1
OOXX X XO,5
 OXOX O X,1
 XOX  X O,6
   X  OOX,5
    X    ,7
OOXXOO XX,7
OOXXX OOX,6
O   XOOXX,2
XXOOX O  ,9
X   O    ,4
 X  XO OX,1
 OO X   X,1
 X O O  X,5
OXXOXX O ,7
         ,5
      X O,1
         ,2
XX  O O X,3
 X       ,3
   OX   X,1
 X  O    ,1
X X  O O ,2
         ,7
    X XO ,4
XOXO XXO ,5
         ,1
X        ,9
XOO  XX O,4
OXOXX    ,6
X O      ,7
       X ,5
OXO XX  O,8
 XXOX O  ,1
X        ,5
  OX   OX,2
OO OXXX X,3
 X O O X ,5
       X ,1
         ,4
OO     XX,7
   XOXO X,3
X  OO XXO,6
X     O  ,3
X        ,3
 OO  XXX ,1
  X   O  ,9
XOO   X  ,4
  OOX OXX,2
XOX  XOO ,9
 X OX    ,1
XO OXXX O,3
O OX XXOX,2
 XX O O X,1
OO   X  X,3
 XO    X ,9
OXO X X O,8
 X       ,9
X        ,2
 XOX OXOX,5
 XOX O   ,9
         ,5
         ,5
 O XX O  ,6
 OO XXXO ,4
XX  X OO ,9
X XXO OO ,2
OX X  X O,5
         ,5
  XOX    ,9
 X X  OO ,9
   X     ,7
O OXX  OX,6
XX OOXO X,3
O XOXX  O,7
         ,5
  OOXOX X,8
   XXOO  ,9
 O  X   X,1
  XX OXOO,1
X   XOXOO,3
   XXO   ,7
X   O OXX,3
   X OOX ,3
         ,5
  X      ,1
 XX   O O,1
   X   O ,9
 OOXXOXX ,1
XOX OOXXO,4
  X X O O,8
O X O  XX,7
 OXOXO X ,7
     X   ,5
OXX XOO  ,8
         ,4
X XOX OO ,2
    X    ,4
 X O X O ,7
         ,3
      O X,1
 XXO XO  ,1
OOXX OOXX,5
XO   OXXO,4
XO  X    ,4
         ,3
XO  XO   ,9
         ,4
OOXXXO XO,7
   X     ,9
XOOXX    ,9
 XO   X  ,4
 X   O  X,5
X XO XO O,2
      X  ,4
 XXX O OO,1
 OO X X X,1
OXXXOOOX ,9
 X       ,5
 XOOXO  X,8
X  X O XO,3
     X   ,4
 OOX  XXO,1
       X ,9
 X  O    ,1
XX O O OX,5
 OXX    O,5
OX O XXXO,5
XOOX  OX ,5
   X     ,5
  OX XXOO,5
   X     ,5
  X      ,6
XO  XX O ,4
  X      ,1
X   XOO  ,9
     XOX ,4
 OXX XXOO,5
XO OX X  ,9
  OO XX  ,1
        X,8
  XO OX X,5
    X O X,4
         ,7
O XXXOOX ,9
XX    O O,3
XX   OOXO,5
X OOOXXOX,2
         ,7
 X       ,5
 O X     ,5
   X     ,5
O  X OOXX,5
O O  XX  ,2
  X     O,5
  OX  OXX,5
 X  XOOOX,1
O     X  ,6
 X  XX OO,7
   X    O,7
 O     X ,7
X XO OXO ,5
O OX  X  ,9
O X     X,5
 O XO   X,8
XX  O   O,3
  X XO OX,7
  OXO XX ,1
  X      ,6
 X  O   X,6
     XXOO,5
O OX OX X,8
X  OXO X ,9
         ,3
O  X X   ,5
    X    ,2
XX  O    ,3
O   OX  X,3
 X  O  X ,1
  O  X   ,1
 OX OO XX,7
 OX   X  ,9
X   O OX ,3
         ,8
XOX XOOX ,4
 X X XOO ,9
     OX  ,5
   XXO   ,3
         ,1
  XOX  XO,7
     X   ,5
X  O O  X,5
         ,5
        X,8
O  OX XXO,2
O X  XO  ,9
 O   X XO,1
 X   O   ,5
    X    ,1
    XX O ,4
X   O OXX,3
     X   ,9
X   O  X ,4
XO     XO,6
         ,5
      XXO,5
OX XOXOX ,9
 OX  OOXX,5
X  X O   ,7
         ,5
X        ,7
         ,3
  XXXOOOX,2
XXOX O OX,5
 O X    X,8
   X O OX,1
 XO OXXXO,1
    X  XO,2
  X   OOX,6
        X,5
XOXOX OXO,6
X O  OX  ,4
 XXOO    ,1
  O   XXO,1
XOX OXOXO,4
O OX   XX,2
 XXOOXOXO,1
        X,3
OOX XX   ,9
   X  XO ,5
OXOO XXXO,5
OX XXO OX,3
X   XX OO,7
XXO XOXO ,9
X OO XXO ,9
 OOXOXX X,1
         ,8
 O X    X,1
OX    X  ,3
X O O X  ,4
 X OOXXXO,1
         ,5
XO  O XX ,9
         ,3
     XXO ,3
XXO X O O,8
X   O X O,4
XO  XOXO ,9
         ,9
         ,5
O O  X XX,2
     X   ,5
XOOXOX   ,7
XO       ,6
X   XO XO,3
  XXOXOXO,1
 O X     ,1
X  OO XXO,6
  X     O,1
     O X ,5
X  XOXOOX,2
OX X O   ,9
O X XO XO,2
 OXO OXX ,5
XOOOOXXX ,9
OOX     X,6
 X  OOOXX,3
 XOO  OXX,5
 XOXX O O,6
    OXX  ,1
O X      ,9
     X   ,9
         ,5
  OX   XO,6
XXO OX OX,7
   O X OX,3
  O O X X,8
         ,1
OX O OXX ,9
X XOOX O ,9
  OOXOXX ,9
         ,5
 O XOOX X,1
XXOXXOOO ,9
X       O,5
X OX  OX ,5
X  XOXO  ,3
         ,9
       X ,7
 O      X,5
 XXO  OXO,1
 OXX OXO ,1
 OX  O XX,7
 X  O X  ,1
X     X O,3
  XO  X O,5
OX XO X  ,9
         ,1
         ,9
  X      ,2
   XX  O ,1
O  OXXXO ,3
         ,9
    XX O ,4
   X XO O,5
   X     ,1
  X     O,1
 OXXXO  O,7
OO XXOX X,3
 XXOO    ,1
         ,2
O X XO X ,7
O   X X O,3
    XO   ,8
 X X O O ,9
 O  X XO ,3
  X OOX  ,4
         ,9
    XX  O,4
    X    ,6
  XXOOXOX,2
O XXOOX  ,9
         ,1
   X   OX,7
  X      ,9
OO  XOX X,3
OX OX X O,3
OXX X  OO,7
 O OX XOX,1
O X    XO,5
O  X   X ,5
 XX XOOO ,1
X XOO    ,2
X XO     ,2
        X,7
X O XO   ,9
 X    XO ,3
    X    ,6
 X   O  X,5
    X OX ,2
        X,8
OXOX     ,5
 O XX O  ,6
 X      O,3
  OOX  X ,2
    X O X,8
         ,3
O   X    ,7
         ,3
 X XOOOXX,3
         ,1
O   X X  ,9
 X  XO   ,9
O XOO  XX,7
 O      X,5
    X    ,2
O  X     ,9
 X       ,3
   OX    ,7
   X     ,7
      XXO,1
  X      ,1
  O  OX X,8
OO X X   ,5
OO X    X,3
OXO    X ,5
OX XOOXOX,3
 OX  O  X,5
OXXX  XOO,5
X O  X OX,5
X O  XXO ,4
XOOXOX X ,7
         ,5
         ,5
 O OOX XX,3
XOXO  OXX,6
OOX   XOX,5
   O X OX,3
OX X OX  ,9
      X  ,5
     X   ,5
OOX XXO  ,4
OXX   O X,4
O  X X OX,3
         ,7
OX X XO O,5
XO   X   ,8
XOX OOXXO,4
 X  OO XX,4
XO   OOXX,5
OX XX  OO,6
         ,5
   X     ,7
OX OX X O,8
    OX   ,1
        X,3
  XX OO  ,2
   X  OOX,3
XXOO O X ,5
  X  X  O,5
OXX  XOO ,9
O XO    X,6
XX O X  O,3
  X OXO  ,9
XO     X ,7
X  X O O ,7
OO X XOX ,5
O     XOX,3
  XX  O  ,9
O XO X X ,7
  OOXXO X,1
 XX  O   ,5
O    X   ,4
 X       ,3
XOXOXO XO,7
  XOX  OX,7
 XO XOX  ,9
         ,7
         ,1
 OO XX OX,1
 X       ,3
   XOOOXX,3
         ,1
 XX   O O,1
X   XO  O,3
   O X X ,5
XX OOXOOX,3
XOOOXXOX ,9
      X  ,1
 XO XXOOX,1
O    X   ,9
         ,5
  O X X O,6
 XXO XOO ,9
X  O     ,5
 X  O    ,7
OOX    X ,5
   X     ,1
O XXXOO X,2
XO   OXX ,9
XO OOXX X,8
         ,3
XO  O  XX,7
 OXX   XO,6
         ,9
 X       ,3
XO X     ,7
 OX  O X ,5
XXOOO  XX,6
XOX X O  ,9
XXO  XOXO,5
 XOXOX OX,7
OXOX XOX ,5
XOXXO O  ,8
     OX  ,4
 X    O  ,1
  X  XO  ,1
O OXOX XX,2
X X  O  O,2
X X O    ,4
   XO    ,9
    X  XO,2
X    OX  ,4
X   XO XO,3
         ,5
  XXO O X,6
 O OXX XO,7
 X XOX OO,7
X        ,5
         ,1
         ,5
   XX  OO,6
XX    OO ,3
     XX O,5
OX XOXOX ,9
XOXO XXO ,5
 OO OXX X,8
OXOX OXX ,9
XXOXO    ,7
   O   X ,5
OX X  OOX,6
X X  O  O,2
  X O  OX,6
         ,3
O OX XOXX,5
 O  X  X ,3
       X ,9
OOX XO  X,7
  X      ,5
 XO  X   ,5
 X X  O O,8
     XOOX,3
     X  O,5
O X    X ,5
  X      ,1
OXXO OXOX,5
X  O OXX ,5
      X  ,5
   X   O ,7
XX    O O,3
XO  OX XO,7
         ,5
 O X X   ,5
         ,1
   O  X  ,5
XXO  XXOO,5
 OX  OXOX,5
    O   X,7
 X  XO   ,7
 OX  XO  ,9
   XX   O,3
OX X   O ,9
    OX   ,1
  OXO XX ,1
O XO  X X,5
X    O   ,5
  X XXOO ,9
         ,4
       X ,5
O O XX X ,2
         ,5
XOXXO OXO,6
 X    O  ,9
    X    ,3
 OXXX  O ,7
     XO  ,3
    X    ,7
  O XOX X,1
X      O ,7
 X  X XOO,3
XO    XO ,4
     X   ,5
 XX OO   ,1
  XO X   ,9
XOOXOX   ,7
 XXX OO O,1
 OXXOXOXO,1
X XXO O  ,2
         ,5
  XOX   O,7
   X  XOO,1
   X  O  ,9
XOX O O X,6
XXOO O  X,5
OXX  X  O,5
    X    ,1
     XOOX,3
      X  ,8
X        ,5
  XXO O  ,9
   X  O  ,5
 X O     ,1
     X   ,9
O O XXXO ,4
OOX     X,6
   X   O ,7
         ,9
OXX   O X,4
 OX   OX ,1
X OO X XO,2
O XO XX  ,2
         ,8
  O    X ,5
OOXXX  OX,6
 XXX OOOX,5
XXO   XO ,4
    O  X ,7
         ,2
XXO OXXOO,4
  O XX O ,4
 X      O,7
         ,5
X XOX O  ,2
O     XX ,9
 X    O  ,5
       OX,5
O  X     ,5
OX  O X X,8
    XO  X,1
OOXX XXO ,5
O OX X X ,2
 OX OOXX ,9
         ,1
  X OO XX,4
         ,1
  X     O,8
O O XXOX ,2
 OXXXO O ,7
         ,9
  O   X  ,1
      X  ,4
      XXO,2
OX X OXO ,3
 OOOXXX  ,1
         ,9
      X O,5
O O XOXX ,2
 OXOOXXXO,1
O XO O XX,7
X   XO XO,3
OX  OXXOX,3
  OXOX  X,7
         ,5
XX O OX O,3
 OXX O X ,7
  XOOX   ,9
 O XX  O ,6
 OXOO  XX,6
OXXO OX  ,5
   O X   ,1
X  XOXOXO,3
 XOO X  X,7
 O    XX ,9
         ,1
  XOX    ,7
X        ,3
         ,5
XO XO O X,8
XO  OOX X,8
  O     X,8
 XO      ,6
OOXO  XX ,5
       X ,5
   X     ,3
 X   OXXO,3
OXXX O O ,5
 OXOX    ,7
 XOOOXX  ,8
X XO     ,9
  X     O,2
XOO XXOXO,4
  X X O  ,9
O     XOX,2
 X OXO   ,8
XX OO  X ,6
X O      ,4
  O   XOX,1
  X      ,9
O X X OOX,6
X   X OXO,2
 OXX OXO ,5
XOO  X   ,5
XXOX   O ,7
X OXX  O ,9
  XOXXO  ,1
         ,1
     X   ,9
OXOXOOX X,8
O   X    ,3
         ,5
        X,6
XX O  O X,5
        X,5
 O      X,3
 XOO XOX ,5
         ,1
X X  O  O,2
 X     O ,9
   X     ,6
   X   O ,7
    XO OX,1
         ,5
  OOX   X,1
XO      X,5
XXOO XO X,5
  OXX XO ,6
 OXX   O ,9
O XX XOXO,5
         ,3
         ,5
 X OX    ,8
X  O   OX,5
         ,3
OO X OX X,8
  XOOXXXO,1
  XOX   O,7
OXO O X X,8
 XXOX O O,8
X O X O  ,9
O  OXO XX,2
X OXO  OX,7
  OXX  OX,7
X XOO  OX,6
 XO  OXX ,9
  XOX  O ,7
XOXOXX OO,7
 OXO OX X,5
O OXX X O,6
XX OX XOO,6
X OO X X ,9
         ,5
 OX O X X,8
     X   ,5
O   XX   ,4
XXOOXX  O,7
       X ,5
  X  O   ,5
OX   X  O,5
 X  X  OO,7
XOO XO X ,9
XX OO XO ,3
 XX O  XO,1
         ,5
 O O X  X,3
   X O   ,2
XOX    O ,5
      XXO,5
 XXXOOOXO,1
 OX XO   ,7
OXX  XXOO,5
   X  O  ,8
O X O X  ,9
         ,5
OOX  XX  ,9
X OX OOXX,5
X   XOO  ,9
 XO O XXO,6
XOXOO  X ,6
  O XXXOO,4
         ,5
 O O X  X,3
OOX XXO  ,9
 X     O ,7
 X       ,5
OO X XXOX,5
  XO O  X,8
OO XXO  X,3
  OXO XXO,1
XOX OXX O,8
 XXO O   ,1
XX XOXO O,3
 OO    XX,7
OO     XX,7
X O X X O,6
XOXOX OXO,6
        X,5
 X       ,1
 X O     ,1
O XO OX X,8
       X ,3
   XOXX O,1
 X OO XX ,6
X XXXOO O,8
XXO  O OX,5
         ,7
X  OXXO O,8
O OXX O X,6
   O X X ,9
X  O X O ,2
 OOXXOX  ,1
    X    ,1
 XOXX OOX,6
XXO XO O ,9
   XO OXX,3
  X O  OX,6
     X O ,2
         ,5
         ,4
 XO X XOO,6
         ,6
OO XO X X,8
O  XXOOXX,3
    OOX X,8
X  OX   O,7
  XOXXOO ,9
X       O,4
  XXXOO O,8
 X     O ,9
         ,1
  O  XX O,5
X  XOO X ,7
X XO OOX ,2
X O O X  ,4
 X  XO O ,3
X XO OXO ,5
 O    X  ,3
OXXO OXX ,5
         ,8
  XXX  OO,7
         ,5
   X OOXX,1
   O XX O,5
 OXX  O  ,8
   O  XOX,5
       X ,1
X OX  OOX,5
X  O X OX,5
X  XO  O ,7
X  O O  X,5
   X OO X,5
        X,3
 OOXX  XO,6
XX  OXO  ,3
O XX X O ,5
XX    OXO,5
         ,7
  OXX O  ,6
         ,3
X        ,5
         ,5
X XX O O ,7
 XOO X   ,7
         ,5
 O XOXOXX,3
    X    ,2
   OX X  ,9
         ,6
XOXX XO O,8
OXXXX OO ,9
         ,7
    O XOX,6
 X   O X ,3
XX  OOX  ,4
   X     ,7
 X XOOX O,1
   X XO  ,5
 XX  OXOO,5
    OX   ,9
   OX    ,8
XO  O XX ,9
         ,9
 XXO X O ,1
    XO   ,9
         ,5
XOX XOO  ,9
     O  X,4
         ,2
X XOOXXOO,2
 O XOXX  ,8
 OXOXO  X,7
O O  XX X,2
O XX  X O,5
  X  X O ,9
O      X ,9
 XXO OXXO,5
  X  OXO ,5
 X       ,5
         ,5
         ,5
 O      X,7
 OO XX  X,1
 X       ,5
 XX  OX O,5
         ,7
  OX X OX,5
X OO X OX,5
OXO XOXOX,4
O X     X,7
         ,5
    O X  ,4
      X  ,8
    XO   ,9
