board,decision
 XOX OOX ,5
XX  OXO  ,3
XOXO XXOO,5
OXO X    ,8
         ,1
   O X   ,9
  OX OOXX,5
     X   ,1
XXOO OXOX,5
     X   ,7
   OXX O ,3
OOXXX   O,6
XO       ,4
O  OOXX X,3
OXX O O X,6
O O X XXO,2
   OXO X ,2
         ,6
  XXOXOXO,1
  O     X,1
O   XO  X,2
O O   XX ,9
X X O X O,2
        X,7
X O     X,5
O      X ,5
 XO   OX ,5
O OXX    ,6
  OX XXOO,1
OX   O X ,5
 OX    XO,1
    XO X ,2
O  X XX O,5
       OX,1
  X      ,7
    XO   ,2
      X  ,8
  OX     ,8
 XO X XO ,1
OX XOXOX ,3
 XO   OX ,5
         ,8
X XO     ,2
   XO OX ,3
     X   ,8
XX O OO X,3
O X      ,9
OXX   OXO,5
X OO   X ,2
    X    ,4
  XX   O ,7
 X  O   X,4
X X OO OX,2
   OO  XX,7
XX  OX  O,3
XXO  X OO,7
         ,1
OO  OX XX,3
 X      O,5
X  OXO XO,2
       X ,3
X X XOO O,2
X        ,7
   O    X,7
XOX O OXX,6
X X  O O ,2
OO X XOXX,3
        X,3
      X  ,6
 OXX  OOX,6
XXOX X OO,7
    OX   ,8
         ,1
OOXX   XO,5
   XOX OX,2
 X O  X  ,5
 O  X    ,9
  X      ,7
OX  XO   ,8
O  X     ,8
 OO   XX ,9
  O X X  ,4
X O O XOX,4
X XOX  OO,2
  OX OX  ,1
O  X    X,2
  X      ,1
XX O OXOX,5
 X OX  O ,1
X   X  O ,9
X O   X  ,4
 OOX X  X,1
  X  O X ,2
   X     ,9
 O    X  ,4
XX XOO XO,3
XX O O OX,3
  O X  XO,2
XOXOOX XO,7
        X,8
OOXOX  X ,7
    X    ,9
OX   OOXX,5
 XXO OX  ,5
  X OX   ,9
XXO OX OX,7
 OX X O  ,6
 OOXXO XX,1
         ,2
 XO OX OX,7
      X  ,1
X OOXO X ,2
   XO  X ,6
  X      ,4
         ,6
   O  XX ,9
     X   ,4
OO X XO X,3
X X O OXO,2
         ,7
OOXX XXO ,5
       XO,6
O   XOX  ,3
  XXOOOXX,1
XOX    OX,5
  O X  X ,2
  X  XO  ,9
O X XXO O,4
 X  O XO ,4
OOX   XXO,5
 O X    X,7
X X  XOO ,9
 O  XXX O,3
XXOOX  O ,9
X XOO   X,6
         ,7
X        ,3
OX     OX,3
     X   ,7
XO  XOX  ,3
XXOO  XOX,5
 O   XXO ,5
   OXOOXX,1
XXO   X O,6
 XOO OX X,8
   X    O,3
  XX O   ,8
 X  O X  ,9
   X XOO ,5
O  X X   ,5
         ,3
         ,2
 O XXOXO ,1
   XO   X,3
 OXX  O  ,5
  X    XO,2
         ,7
       X ,4
 OX O XXO,1
         ,3
      X  ,3
 X       ,5
OX O OXX ,5
        X,4
  O XOXX ,9
      X  ,9
XX O  XO ,3
    O XOX,2
X  XOXOOX,2
XO X O   ,7
X  OX OXO,2
    X    ,2
 OOXXOOXX,1
 XOXO   X,7
 X OX OOX,1
  X  O   ,2
O OX  XOX,2
XXOXOO OX,7
  O    X ,6
OXXX   O ,6
X O   OXX,5
  X      ,5
        X,8
O XX O XO,5
XOXX   O ,5
         ,9
X OXOX  O,7
         ,7
       X ,4
 OXOOXXXO,1
     X XO,3
     X   ,1
     X   ,7
 XOXOXX O,1
 OOX   XX,1
  X O    ,6
  X OXXO ,2
XXO  XXOO,4
XOXO OX X,5
 X OXO   ,8
         ,1
 X   O OX,1
XX O  XO ,3
X  XOXOXO,3
         ,4
 O X    X,1
X OOOXXX ,9
X    XO  ,4
OXXOOXXO ,9
  O     X,4
       X ,3
   XX O  ,6
         ,2
  O XXO X,1
X O X  O ,9
   XXO   ,7
X O   O X,5
OXXXOX O ,9
XO XO OXX,3
         ,9
OX XXOOOX,3
 OXOX O X,1
     X O ,1
O O X   X,2
X  OO  XX,6
   XO X  ,1
     X   ,2
OXOX X  O,5
XXOO   OX,5
 O X X   ,5
XX  XOO  ,3
     X   ,5
  OX X OX,5
OX  OO XX,7
O X   X  ,5
  O  XX  ,2
 XXO   XO,1
 O  X XXO,3
    X   O,6
      X  ,4
O XX OOX ,2
    X OX ,2
  XX OO  ,1
XXOXOO X ,7
 XOO XXO ,1
XXO OOX  ,4
 OXXOXOXO,1
      X  ,4
 XXXOXO O,1
 OXO  X  ,5
XOXOXO XO,7
OX  X O  ,8
    OX  X,3
 O     X ,5
 OO XXX  ,1
XOOX XOX ,5
 O X X   ,5
X    O   ,2
OXO  X OX,5
 XOO   XX,5
X  OX  XO,2
 X   OO X,1
OX X XO  ,5
X OXX   O,6
 XOXOX   ,7
 XOXOOX  ,1
OXOX XXO ,5
   OX    ,7
     X O ,9
  X     O,8
O XX  X O,5
O XXOOXOX,2
X  OOX  X,3
 O X  X O,1
       X ,6
   X     ,8
X XX   OO,7
  XO X   ,9
 XX  OOX ,1
O   X XXO,2
         ,5
O X X  O ,7
    X XO ,3
OX XO X  ,9
 OOXX OXX,1
XXOXO   O,7
O X   XXO,5
  X    XO,7
   X     ,9
   X     ,8
         ,8
O  X X   ,5
        X,3
    X    ,6
   X     ,7
XO O  XX ,9
X   OOX X,4
  X      ,2
  OX X   ,5
         ,2
   OX    ,2
         ,1
        X,5
  O XX  O,4
OOXX X  O,5
 XXOX OO ,1
    X    ,1
    XXOXO,2
OXX  OXXO,5
 OX XO OX,1
 X   OO X,5
X O X    ,9
XXOX XO O,5
   XOX O ,2
XX  O OOX,3
X        ,3
O OX XX O,5
  X    O ,5
  X     O,1
     O  X,8
XO O    X,5
O  X X  O,5
X O O   X,7
 XO      ,8
 X   OOX ,5
         ,2
OXO  XOXX,4
   XO    ,7
  OX XOOX,5
         ,1
    X    ,1
   O XO X,3
   OXOOXX,1
         ,2
         ,6
  O X    ,1
OX  OO XX,7
         ,7
OOX   XXO,5
      X  ,3
X XO     ,2
O XXOX O ,9
   OX    ,6
OXO XX  O,4
OX O  XXO,5
 X O OXX ,5
 O XO X  ,1
  XXO XO ,2
  X OO X ,4
XXOO  OXX,5
  X O   X,6
OXXO  X O,5
X        ,4
         ,8
X XOXO XO,2
        X,3
         ,9
XO O XXOX,5
 OOOXXX X,1
XX  OXO O,3
  X      ,7
 XO    X ,5
OXX  OXXO,5
X XXOOOXO,2
OX O X   ,7
OO X X   ,5
         ,1
         ,9
  X OO  X,4
         ,5
  XXXOO  ,1
O X X   O,7
         ,6
 OO X   X,1
OXX OOXX ,4
OOXX X XO,5
 O XXOXO ,1
         ,5
O XXO    ,9
         ,9
      X  ,4
O  O X  X,3
 X       ,6
O    OXX ,9
        X,4
 OX O X X,8
OXOXXOX  ,9
  O  X  X,1
XOXO O  X,5
      X  ,4
         ,4
O XX   O ,7
  XXO  OX,2
X    O  X,5
 X    O  ,3
  X      ,4
 XO  XX O,5
OXOX  OX ,5
OXXXOO OX,7
         ,3
OXO OX XX,7
         ,8
  OOOX XX,7
  X      ,6
   OX    ,9
  O     X,2
  XOO X  ,6
    X    ,7
         ,8
 X     O ,9
 OX      ,4
OXX XO OX,7
  OX OX  ,1
OO   X  X,3
XOXO XXO ,5
   OX XO ,3
         ,8
 XOOOX X ,7
O XXO OXX,6
O    X   ,5
    XO   ,3
X OXO   X,7
  X    O ,2
 O X   XO,7
      X O,5
XX OOX XO,3
         ,5
         ,1
O  X   X ,6
 OO   XX ,9
 X       ,6
 O  X    ,6
       X ,9
 OXOX    ,7
OXXO    X,7
O  OX XXO,2
  O X    ,1
XOO  OXX ,4
X OXOX O ,7
         ,1
  O X    ,8
X O XO   ,9
         ,2
X  OOX OX,3
OXXXO XO ,9
         ,2
       X ,7
 X  OOX  ,4
         ,1
     X  O,7
   X     ,3
     X   ,2
    X O  ,1
OOXO XXXO,5
 X  OX O ,3
 O  X OXX,1
X  O O X ,5
 X  X  O ,3
 O XXOXO ,1
OXOXO XX ,9
 X   OX  ,9
OX X  XOO,5
    XO  X,1
  O  OXX ,9
    X    ,8
 XO  XXOO,5
   OX    ,2
    X  O ,7
         ,6
X OOX OX ,2
XO  XOOX ,9
  X      ,8
  X      ,1
 OX  O XX,7
         ,3
OXX  XXOO,5
O  OX X  ,3
         ,9
 X OXXO  ,1
     X XO,4
XOX    OX,5
XXO  OX  ,9
  X  OX O,5
  OXOX X ,7
         ,5
XX  XOXOO,3
   X   O ,5
X        ,5
XOXXOXO O,8
   X O OX,7
 XX   O  ,1
XXOXXO O ,9
XOOXX    ,6
    O XXO,1
         ,3
X  OOXOXX,3
  X      ,1
OX     X ,5
  X    XO,2
    X  O ,2
OOX   XXO,5
 X O  XOX,3
      X  ,8
     O XX,7
   O O XX,7
 XO      ,1
 XO XO  X,1
O XX  XO ,5
OXXX XO O,5
XO XOXOXO,3
O X    OX,6
  OX  OX ,5
         ,6
      X  ,3
   X     ,3
 OX XX OO,4
OXXX    O,5
   X   O ,9
 XX XO OO,1
         ,8
  X XOOX ,2
O    XX  ,5
 XOX  XOO,1
  X  X  O,8
X O XO   ,9
O      X ,9
  X      ,8
   XOO  X,7
 X     XO,5
   XO   X,7
XO O XXOX,5
 O X  OX ,1
OOXXXO XO,7
         ,4
XO X X OO,5
  X      ,2
  OX   X ,2
XOX OOOXX,4
OX    X O,5
OOX   X  ,5
    XOXXO,3
 OOOXXOXX,1
  X X  O ,7
O    OXX ,9
       X ,1
     X   ,2
     OXX ,9
  O  O XX,7
  X      ,7
 OOXXOX  ,1
O OX XXOX,2
  X O    ,6
  XOXO   ,7
         ,4
X O   XXO,6
 OOXOXX X,1
   O    X,1
   XXO O ,7
 OOXO XX ,1
XOX  OX O,4
X   XO XO,3
   X     ,2
X        ,6
XOOXXOOX ,9
XOX X O  ,9
  X OXXO ,2
         ,6
  O X    ,6
   X     ,2
 XOO XXOX,5
      O X,6
 OOX XXOX,1
X XOOX   ,2
      O X,6
O   X O X,4
 X       ,5
   X     ,5
XO   O  X,5
      X  ,6
         ,6
OXOXOOXX ,9
XX    O O,3
X     O X,5
 XO XO   ,8
 O   XXOX,5
         ,2
OOX X  X ,7
         ,6
XXOO  O X,5
XO   O X ,9
         ,5
         ,7
O  O X XX,7
  X X  O ,7
         ,7
         ,6
         ,9
  O XO  X,1
 OX      ,9
X     XO ,4
    O X X,8
  XOOX   ,9
X   OO XX,4
         ,1
X OXX  OO,6
     X   ,5
X        ,9
X  X  OO ,9
        X,1
X        ,2
 O X  XOX,5
  XX  O O,8
        X,4
 X  OX   ,3
X XOX  OO,2
   O XO X,3
       X ,5
   XO  OX,2
    OXOX ,3
         ,8
X  OX X O,3
 XO      ,7
XOO  OX X,4
O  X XXO ,5
       OX,5
    X    ,1
 X       ,3
 X X    O,8
X X OO X ,4
         ,4
X X  O   ,2
         ,9
XX  OOXO ,3
         ,7
XX O O OX,3
O  XX O  ,6
      X  ,9
XOX   XO ,5
XX O O OX,3
   O    X,8
 O     XX,7
        X,4
     X   ,8
XO  X OX ,9
  O X   X,1
OX XOO X ,9
 OX      ,7
   O  XX ,9
         ,2
X  O O X ,5
    X    ,3
       X ,6
XX   O O ,3
 O XX OXO,6
XXOO OX  ,5
         ,6
 XO      ,1
         ,4
O      X ,4
X    OX  ,4
      X  ,3
X X XOOO ,2
XOOX  OX ,5
 XX   O O,1
XOXX O O ,7
OO X    X,3
OO  XXXXO,3
   X     ,3
X        ,5
  X  O   ,8
         ,7
XXO  OOXX,5
  XOXXO O,1
   XO X  ,1
       X ,9
         ,2
XX O OX O,3
 XOXXOOOX,1
XX X OO  ,3
X X  O   ,2
X   O    ,2
  X  XO  ,9
X OXOX  O,7
O XX  OXO,5
XXOOXXO O,8
   OXX O ,9
X X  O   ,2
OO  OXX X,3
OXXXO OX ,9
O OXX XO ,6
O XO  XOX,5
XX O    O,3
XO XX  O ,6
X     X O,4
      X  ,3
 O O XXOX,3
O OXO XX ,9
      X  ,6
         ,1
XX OO XO ,3
 X       ,6
XX X  O O,8
 OX   XO ,5
XXOO XXOO,5
 XX XO O ,1
XOOXOO XX,7
O    X   ,2
O X XO XO,2
XX X OOO ,3
     OX X,8
OO X XOX ,5
         ,9
X    O   ,7
   OXOXOX,1
 O XXO  X,1
OX XXO   ,8
 XXO O   ,1
  OX     ,8
  X      ,2
         ,7
         ,2
 OX XO   ,7
         ,8
    XO   ,1
         ,7
  X O    ,7
         ,1
         ,9
 XX   O O,1
         ,4
         ,5
X X OX OO,2
X  O  X  ,5
O X OX   ,9
O OXO  XX,7
         ,3
X  OXXOXO,2
  O X OX ,2
OO X XXXO,3
XXOOXX OO,7
OX XOOXOX,3
 O OXX  X,1
X X XOOO ,2
 OX OX   ,9
XO X O OX,5
 XX XOOOX,1
         ,8
 X   X OO,7
XOOOOX XX,7
  XO OXOX,5
XXOOOXXO ,9
XO XX O O,6
   OOXX  ,9
    XO OX,1
X     O  ,8
X  OXXO  ,9
O OOXX X ,2
 X O X OX,3
O X OOX X,8
OX OOXX X,3
XO   X  O,5
OO XX  XO,6
     XX O,4
         ,2
O    X   ,8
OOXXX   O,6
OXXO   X ,7
XOX O X  ,8
   X     ,9
X XXOO   ,2
 OX   X  ,5
 X  XXO O,8
OXO OXXOX,4
         ,4
XOXOX   O,7
OOX  XOX ,9
XXO X   O,6
         ,5
X   OXOX ,3
O X  O  X,8
 XOOXOXOX,1
XO OO X X,8
  XXXOOOX,1
XO X X OO,5
    XXO  ,4
         ,6
      X  ,6
   O    X,8
 X    O  ,3
 O OXXX O,3
XO       ,6
OO  X X X,3
O   XX   ,4
    X    ,6
XXOX O OX,5
OO OXXXOX,3
X O X    ,9
OXXX  OXO,5
X  XX O O,8
         ,8
   X   OX,5
  O O XX ,9
OXO X XOX,6
       XO,4
         ,7
O XX O X ,2
   O  X  ,9
   X     ,2
X   X OO ,9
XOOOXXOX ,9
 X   O   ,3
O O XXOXX,2
O   X    ,8
OOXXXOOX ,9
X  X   OO,7
  O XXO  ,4
   XO    ,8
  O     X,2
         ,5
   OX  X ,2
OO XXOX X,3
  XXO  XO,1
       X ,1
O XXO OXX,6
   O X OX,3
   OX  X ,2
 X   O X ,5
X O    X ,7
 O XX XO ,1
   XOOXXO,1
 OXX   OX,5
         ,9
 XO   X  ,1
   O X   ,2
X        ,5
         ,8
X OXO   X,7
         ,5
X  OOXX O,2
  X      ,5
X        ,3
   OXO  X,1
OO   X X ,3
X OXO  OX,7
    X    ,4
X  OX   O,8
 OOX XX O,1
XOXX   O ,5
X    XO  ,8
  X XOO X,1
 X XXO OO,3
 XOXXO   ,9
  O X  X ,2
 XXXO OXO,1
      X  ,1
XXO OO X ,4
 XOXXO   ,9
 OO X X  ,1
     X   ,8
      X  ,5
 X   O  X,4
 O O X X ,1
 X  OX   ,7
         ,2
OO  OXXX ,9
         ,4
 OXO OX X,5
  OOXXX O,1
         ,7
O O X X X,2
  XO OXX ,5
     X   ,4
O X XO OX,7
  OXOXXXO,1
 XX OO OX,1
   O X X ,5
 X       ,6
X        ,7
XO  O X  ,4
OX       ,5
OOX   X  ,5
X        ,9
    X    ,3
 XOO    X,5
         ,1
 X       ,5
X OO OXX ,9
    X    ,9
OX  OXX  ,9
XO XXO  O,7
       X ,9
         ,3
XX  O    ,3
  X   OX ,1
 OX      ,9
         ,7
 X       ,1
         ,6
X XO O  X,5
XOX  X  O,8
         ,2
 XOX O   ,9
 O  X X  ,3
OX XX O  ,6
    X    ,3
X        ,8
         ,8
XOOO XOXX,5
OX    X  ,8
O OX  OXX,2
 X   XO  ,5
XOX  O   ,7
XO O O XX,5
         ,9
  X   O  ,4
O X OX   ,9
 XXX OO  ,1
XO OX XO ,3
OXX   XOO,5
XX O XOO ,3
XOXX  OO ,5
X  O     ,9
  X      ,1
O   X OXX,4
OX   OXX ,5
XXOX   OO,7
  O   XX ,9
  XOOXXXO,1
   X     ,5
 X X    O,6
 X O O XX,5
O OX OX X,8
O  X X O ,5
X        ,6
X  OO X X,6
         ,4
X OXOO X ,7
OX X XOOX,3
XOXX  OOX,5
XO    X  ,4
   OOX  X,3
  O XO  X,1
XXO O   X,7
O  X  XO ,9
         ,7
         ,5
 XO XO OX,1
         ,4
 O  X X O,3
 X XO O X,3
         ,7
OXOX OX  ,9
O   X   X,8
  XO OXOX,5
XOO OX XX,7
O  X OX  ,9
  OXOOX X,1
      OX ,5
O O XX OX,4
     X   ,7
   XXO O ,7
X OOXX XO,2
     X   ,8
 XXXO O  ,1
X O   O X,5
X        ,3
 XO  OOXX,5
OXX X O  ,4
  X O    ,2
 OOOXX  X,1
  O X OX ,2
OX   XOX ,4
         ,7
      OX ,4
 XX  O  O,1
 O  XOXOX,1
  X   O  ,1
X X  OXO ,2
X X   O O,2
   X O X ,1
         ,6
X  O    X,5
X O O XXO,4
   OXX   ,8
         ,9
 XX O O X,1
  XXOOXOX,2
 X XOXO O,1
O  X     ,3
X X  X OO,7
OXO  XXXO,5
X XXOXOO ,2
         ,8
O  X OX  ,3
XX  O OX ,3
   X XO O,5
XX OXOXOO,3
XXO X  O ,9
OO XO  XX,7
XOOXX O  ,6
OXO OXX X,8
OX XO   X,3
OOXOX   X,6
         ,8
O     X  ,3
X    OX O,4
   O  X  ,6
   X    O,6
XOX  X  O,4
    X    ,2
X X O O  ,2
   XOX   ,9
  X      ,1
         ,3
OXOX  OX ,5
 O OOXXX ,9
     XO  ,5
X  X X OO,7
 OOO X XX,7
X   X   O,3
 X XO  O ,6
         ,5
 XO OX X ,7
XOOXOX   ,7
  O  X   ,8
 X   XO O,8
     XO  ,1
XOO O XX ,4
O XX     ,8
    XO X ,2
 X       ,3
     X   ,4
  O     X,2
X XOOXXOO,2
OX X XXOO,5
    X    ,8
 XXOX OOX,1
X X  XO O,8
         ,8
 X OXX O ,1
  XOXX OO,7
O X     X,6
O   OXX  ,9
X  O     ,2
O  X X   ,5
 XOX OO X,5
         ,4
XOX OOX  ,4
   X  O  ,6
   X     ,1
  O XXOOX,1
 X  OX XO,1
O  XOOX X,8
         ,2
X X    O ,2
X    O   ,3
   OX    ,8
  XO     ,7
OOXX XOX ,5
OOXX X O ,5
  XO  XOX,5
X    OXO ,4
         ,7
 OXO  X X,5
         ,4
  OXX XOO,1
OXX X O  ,4
 XOXOXX O,1
 XXO OO X,1
         ,9
 XO O  XX,7
OOX   OXX,6
   X     ,9
 O    X X,8
 OO XXOX ,4
  X   XOO,5
 XOO X XO,5
 XX     O,1
XOO XOX  ,4
      X  ,9
         ,8
 X OOXX O,1
   XX  OO,6
X OOX    ,9
         ,2
  X  X O ,9
  XOX OOX,1
 XOO   X ,5
 XOXOX OX,7
XOO  XXOX,5
 XOO X   ,7
       OX,6
   XX  OO,6
OXOX  OXX,5
X OOO X X,8
 OXXX OOX,1
 X  XO OX,1
         ,8
X    O   ,4
XOOX   OX,5
OOX XO XX,7
X  X    O,7
 X       ,6
XO XOX XO,7
  X OOX X,4
X OO  XOX,5
  XO XX O,5
 O XX OXO,6
 X  XOOOX,1
     OX  ,9
XXO XOXO ,9
 O X     ,7
    X    ,8
         ,8
O  OXOX X,3
O OXXO XX,2
XOX  OOXX,5
 OOXXOOXX,1
         ,6
 X  O    ,4
O   XXO  ,4
       X ,1
      X  ,1
X    O   ,7
         ,5
    X    ,2
 OX OOXX ,9
 XXXO OO ,1
OXX   XOO,5
X X OXXOO,2
OXO OX XX,7
         ,9
OX       ,3
XX   OXOO,3
OXX  OXOX,5
OXOXX  O ,6
X OXOO XX,7
O O   XX ,9
X   XOXOO,3
O XX OX O,5
    O   X,7
  O X    ,7
X XOO O X,2
     XO  ,1
XOXXOX  O,8
OOXXXOOX ,9
    X    ,4
X        ,8
X  XO   O,7
     XX O,2
   X     ,1
         ,2
    X O X,1
         ,8
X O      ,8
         ,5
O   X    ,9
OXXOO   X,6
X X OO X ,4
   X OO X,8
        X,8
 XX  O XO,1
 O  X    ,8
X OOX X  ,9
OX X     ,8
O    X X ,7
XX XOOO X,3
 O  X XO ,3
OO XX XXO,3
   X     ,2
O  X     ,8
 XX OOX O,1
 O  X XO ,3
 OX  OX  ,5
  OOOXX X,8
OXXOOX   ,9
  X      ,5
  XX   O ,6
X XO X O ,2
     O  X,1
X     X O,4
XO  XXXOO,3
XOOO X XX,5
O  OXXX  ,3
XO   O  X,5
         ,9
 O  XX   ,4
OXOO XX X,8
O  XOOXX ,9
  X  X  O,1
         ,7
  O    X ,6
XOX X  O ,7
    X    ,2
 XXOXOOOX,1
 X  XO   ,8
O X      ,8
     X   ,3
  O  O XX,7
 OOXX XO ,1
         ,6
 X  O    ,8
         ,6
XO     X ,9
O   X  OX,2
  XO  X  ,5
OO OX X X,3
 XX   OO ,1
X     OOX,5
   X     ,1
         ,9
OXO  X XO,5
  XXOO OX,2
    XXO  ,4
 OOOXXX  ,1
  XO     ,6
O X      ,2
        X,2
 XX O   O,1
 X O    X,8
  XXO  O ,2
 XOX   XO,6
X    O   ,2
OX       ,3
       XO,3
        X,8
X O OOX X,4
O OXXO X ,2
         ,9
OX   X   ,7
  X     O,2
  OX  XO ,1
         ,7
XOOO XXOX,5
    X    ,1
         ,2
  O    X ,9
X   O    ,6
X XO OX  ,5
         ,5
        X,4
XXO OX XO,7
  O  X   ,8
         ,2
     X   ,3
 OXXXO XO,7
   X   XO,7
O OXX X  ,2
  X XXOO ,9
XX OO OXX,3
O  XXOXXO,3
    X O  ,8
 XX   OO ,1
   OX    ,6
OX XO    ,9
XXOX OOOX,5
 X O    X,3
XO XXO XO,3
     X   ,5
XXOXX O O,6
   X    O,5
    XOX  ,3
         ,6
         ,6
 XOXX O  ,6
  XOX OX ,1
X  OX   O,6
X   O  X ,6
     OXOX,5
   X X O ,5
 O  X X  ,3
O XOXX O ,7
XOXXXOOO ,9
X  O X  O,3
         ,1
   X    O,2
    OX X ,4
XO   X   ,3
 XXXO  O ,1
X O X    ,9
  X      ,8
O X XXO  ,4
         ,9
 OXOX OXX,1
   X     ,9
 X  X OO ,9
 OO OXX X,8
    OO XX,7
 OO X XX ,1
OXO OXX  ,9
OX  X O  ,8
OXX  OOXX,4
XOX O X  ,8
OO  XXXO ,3
         ,8
 X XO  O ,9
OXXO  X O,5
         ,6
         ,1
         ,5
  O XX O ,4
  XO     ,2
OXXXOXOO ,9
OOXXX  O ,6
     X   ,1
XO    XO ,4
O  OXX XO,2
 O    X X,8
         ,2
 X X O XO,3
 O     XX,7
 XOX  O  ,5
    X    ,2
       X ,4
 OXXOOOXX,1
XOOX   OX,5
 O     X ,6
O X O XOX,6
 X   OO X,1
         ,2
         ,1
O   XXO X,4
 OOX X XO,5
  OOXXX O,2
OX  XO OX,4
   X XOXO,5
       OX,1
X  O     ,5
XX O  O  ,3
 XX X  OO,7
   X O OX,7
 XX    OO,1
 OOXX O X,1
X O      ,7
  OX  OX ,5
X    XO  ,8
  OX     ,1
 X       ,8
X O XX  O,4
  XXOO  X,7
OOXXOOX X,8
 XX  O O ,1
 XOXXO O ,9
     X  O,7
   XXOX O,3
       OX,5
   OOX  X,3
      X  ,4
OX XXOXOO,3
O  X     ,6
X XO XXOO,2
XX  OO OX,3
    X  O ,9
OO XOX  X,3
O XO X   ,9
 X  O    ,7
         ,7
X   O OXX,3
  OXX  O ,6
         ,7
         ,5
   O X   ,3
X  O O X ,5
 X  O    ,6
 OOX XX O,1
OOX  XXXO,5
OXX OX   ,9
 O   OX X,8
         ,7
 XOX XOO ,5
         ,4
   O    X,6
 XO O  X ,7
X O X  O ,9
X   XO XO,3
X      XO,7
XX OO XOX,6
         ,8
XOXXOO  X,8
XO  X  XO,6
XX O XXOO,3
  X      ,7
         ,8
   XXO   ,2
 XXO OXOX,5
        X,6
 OXOX    ,7
     X   ,3
XOOX O X ,7
         ,2
X     O  ,2
 O  XOXX ,3
     OXX ,9
 X    O  ,4
         ,3
  X      ,9
XO     OX,5
 X  O    ,7
    XO OX,1
XX O   O ,3
         ,5
 OX    X ,1
OX  OOXX ,9
O X  O X ,9
    X OXO,2
 X       ,9
       X ,2
XOOO   XX,5
 X  OO X ,4
 XXO     ,1
XX XO O  ,3
    OXX O,1
OO XX   X,3
O  OXXXXO,2
         ,9
 O XX XOO,1
O      X ,9
 OOOXX XX,1
X O  XX O,4
  XOX OOX,1
 OOXX X  ,1
X        ,8
OXOXO XOX,6
  X O  X ,2
 O XX  O ,6
O  XOOXX ,9
XXOO XO X,5
XOXOXOOX ,9
  X  OX  ,5
 X OO X  ,6
 O   X   ,1
OXXO OXX ,5
XO OX  X ,9
O OXXOXX ,2
 X O     ,9
  O  XOXX,5
         ,2
 X  O    ,6
 XXXOX OO,1
XOO OX  X,7
X        ,8
X X    O ,2
 XXO    O,1
 OOXX OX ,6
 X  XO O ,7
XX OO  X ,6
 OOO XXX ,9
OX   XX O,5
XXO  XO  ,5
         ,2
 OOXOX X ,1
 O  XXO  ,4
 O X  XOX,5
 O   X   ,4
    XOXO ,3
XO  X X O,3
O X O X  ,9
 X XOOXOX,1
  XXOXXOO,1
O O XXXOX,2
  X O    ,9
         ,7
  OX     ,1
    O   X,2
XOO XXO  ,4
   X     ,1
XOX X OO ,9
    O  X ,1
 XO     X,5
X  XOOO X,3
 X    O  ,8
O   X    ,3
X XO  XO ,2
X        ,5
 XXOXOO  ,1
XX  OOX O,3
  X  X O ,9
 XO XOXOX,1
XXO OOXOX,4
      X  ,1
  XXOO   ,1
O XX   OX,6
OXO X O X,8
XOOX OOXX,5
X  OX    ,9
XOO XXO  ,4
   X     ,7
O XX X OO,5
XOX  O OX,5
XXO OX   ,7
   O    X,8
XX     OO,3
X        ,7
         ,1
OXO XO  X,8
  OXX OOX,1
 OXX OX  ,1
   OX    ,1
  XO   X ,7
  OX     ,1
OX O X  X,7
 O O X  X,3
 XXOX  O ,1
XXOO  O X,5
       OX,2
     X O ,2
  O X    ,1
X OOX    ,9
   X     ,3
X X    OO,2
 O OXX XO,1
OX  O   X,8
 X O     ,1
 O   X   ,9
O       X,7
  O   X  ,4
 O OX XOX,1
  XOO   X,6
  XOOX   ,9
    XO OX,1
 O   X  X,3
X O OX X ,7
         ,5
OO XX XOX,3
      X  ,5
   X     ,2
         ,3
OXO OXXOX,4
X        ,4
XO  OXOXX,3
X O O  XX,7
 O O X X ,1
         ,9
X   OOXOX,4
         ,8
   OX  X ,2
   X O   ,1
    O XXO,1
OO XOXX X,3
X OXO  X ,7
 XX OXO O,1
XX  O    ,3
OX  OXO X,3
XO OXXXO ,3
    XX O ,4
 X       ,6
       X ,5
OO  X X X,3
OXXX OX O,5
  XO   XO,2
    XXO  ,4
         ,1
  OX OXOX,1
 X X    O,8
XOXXOOO X,8
   X O   ,2
O X   XO ,5
 XO OX  X,7
      X O,4
  X  O   ,4
         ,2
XOXXXO O ,7
O X XO   ,7
OXOX OX  ,9
X OX     ,7
     XXO ,1
OXX   O X,4
OXOX  OXX,5
 OOXOXX  ,1
O X    OX,6
         ,3
 X       ,4
 OXO  XOX,5
 X  XOO  ,8
 X     OX,4
X  OX X O,3
OO X XX  ,3
OOXX XOXO,5
         ,9
  X   OXO,2
  XO     ,8
  XXOO XO,1
 X       ,6
     XX O,3
X XOOXXO ,2
         ,4
X X    O ,2
XOXO OXX ,5
  X  XXOO,5
X        ,7
XO OX XO ,3
O OXX OXX,2
X OX O   ,7
XX  O OX ,3
XX XXO OO,3
  X XO  O,7
O   X   X,4
    X    ,2
X X   O O,2
         ,7
O  XX OOX,6
XOOXXO   ,7
      X  ,6
OXOXO XX ,9
  XOO   X,6
    X    ,2
X OX     ,7
         ,3
OOX   XOX,5
XO  X O  ,9
 OOXX  OX,1
 XOXXOO X,1
 X       ,1
X  OOXO X,3
XOXO  X O,5
  X      ,1
XX OX O O,3
   X  X O,1
O X XOO X,4
O XXO   X,6
 O  X X O,3
  X O  X ,1
X XXOOOOX,2
  OXOX XO,1
O XO XXO ,5
 O  XOXOX,1
