board,decision
O X X    ,7
X XOX O  ,2
OXOXOX OX,7
 X  X  O ,7
     X   ,5
     X  O,1
O   XX   ,4
         ,3
 X  O   X,7
  O  X  X,1
X O XO X ,9
 OXOO  XX,6
         ,1
 XX   O O,1
XO XOO X ,7
    X   O,1
     O X ,1
 OXOO X X,6
OXX  XXOO,5
 XXO  O  ,1
OX XO  X ,9
 O XXO OX,1
         ,7
      X  ,5
       XO,9
X XXO   O,2
  XXO    ,5
 O OX XXO,3
 O  OXX  ,8
         ,1
OXOO X  X,7
     X   ,5
         ,9
O OXX XXO,2
XXO OXX O,4
     XXO ,7
    XO XO,2
X O OXX O,4
X   XO   ,9
  X X   O,7
         ,3
         ,7
    X    ,5
 XX O   O,1
XOOX X OX,5
    X    ,5
  OXXO OX,1
     X  O,5
         ,7
X X OXOO ,2
OOX X  OX,6
         ,1
 XXO OOXX,1
         ,5
O XX O  X,9
X  O O  X,5
XOXO  O X,5
XX OOX  O,3
 OOO XXX ,9
O XO XXO ,5
   X     ,5
  OX     ,3
O OX   XX,2
X O  O X ,9
         ,7
XX XOOO X,3
         ,5
OXO XX   ,4
O  X  X O,5
    X   O,3
XOX  OXOX,5
 OO XXO X,1
         ,3
 XOXOO XX,7
O OX   X ,2
X        ,5
  O XO X ,2
 XXO     ,1
XXO  XOXO,5
 OXXXOO X,1
OXXOOX X ,7
 O  OX X ,7
X OX     ,7
 X  XO   ,8
 XO O XXO,1
XO  X  O ,9
         ,5
  OXX    ,6
XOXO OXXO,5
 XO      ,3
 X  O X  ,9
      O X,3
         ,5
         ,9
  O     X,7
XOXX O   ,7
 XOXXO OX,1
OOXX OXX ,5
O O X  X ,2
  X  OXO ,5
OXX   OOX,6
         ,1
 OOXX    ,6
OXOX XO  ,5
X        ,5
      X  ,5
 OO XXXO ,4
      XO ,7
    O X  ,7
XX OOXO  ,3
OX XX  O ,6
X  O  O X,5
XXOO XXOO,5
X  XOO X ,7
  XOOXXXO,1
 XO     X,9
         ,1
      X  ,5
 O  XOX X,1
XOOXO  X ,7
OXXO   XO,5
   OX OX ,2
X   OXXO ,2
X XX  O O,8
O  X XOX ,5
         ,1
XOX X O  ,9
XX XOXOO ,3
         ,9
 O   X  X,3
O XXX O  ,6
  XOO X  ,6
  O  X   ,3
OX X O   ,5
O  OXX XO,2
 XO  XOX ,5
XO X     ,7
X  O    X,5
      X  ,5
     O X ,1
  X  OXXO,5
 O   OX X,8
 X  O    ,9
XXO  O OX,5
O OXOXXOX,2
O      XX,7
         ,3
    X    ,5
XX O O X ,5
OXXO  XOX,5
      OX ,1
  X      ,5
    O XX ,9
         ,3
 XOX O X ,9
O X X OX ,4
X OX     ,7
 OOXOX  X,1
    X  O ,1
XO   XOXO,5
 OXXOOXX ,1
X     O X,5
  O X  XO,2
 XXO   O ,1
OXX X   O,7
OXOXOX OX,7
 XOX   XO,6
         ,1
 O XX X O,1
  X OO XX,4
   X     ,5
         ,3
X XX O OO,2
OXO X    ,8
  XOXO OX,1
   XOX   ,9
 XXOXOO  ,1
         ,7
XO XX  OO,6
 OX XX OO,4
XX X OOOX,3
X  O X   ,5
 OXO  X  ,5
OO XO X X,8
X  OXXXOO,3
OO X OXX ,9
 XXO O  X,5
  X      ,5
 OX XO OX,1
         ,1
O    X  X,3
         ,7
         ,5
   X     ,5
  XX   O ,3
         ,5
O XO   XX,7
O  X XO X,3
OXOOXXX  ,8
O   O  XX,7
X X OX  O,2
XX XXOO O,3
X X XO O ,2
X   X O  ,9
    X    ,5
OOXX XO  ,5
OOXXXOOX ,1
OOXX   XO,5
        X,5
X O   O X,5
O X      ,7
X X  O   ,2
         ,3
OXO  XOXX,4
       XO,3
 OXXX OOX,1
  OX  X O,1
X XXOXO O,8
XO  OOXX ,4
         ,7
OX       ,3
  X O    ,5
   XO    ,7
O O X X  ,2
  O     X,1
 X    OXO,5
OXXOX  O ,7
O X      ,7
  X      ,5
      XO ,3
   X    O,3
         ,3
O XX   OX,6
         ,1
OO  XXOXX,3
O  OX XOX,3
O  OOXXX ,9
 XX O    ,1
 OXX O XO,3
    XX O ,4
   XO XXO,1
OOXXXOOX ,9
X X    O ,2
XX O OXOX,5
         ,9
O    X  X,3
   X XO O,5
         ,7
 OXO    X,6
 OX X    ,7
 XXXO O O,1
 XOOX XO ,1
   OOXX  ,1
XX OO X O,3
         ,5
      X  ,5
 X OXOXO ,3
O O XX XO,2
     X   ,5
       OX,1
         ,7
         ,1
 O XX    ,6
         ,5
         ,9
XOO X XXO,6
 O  X  X ,7
O X OX X ,9
 OXX  OXO,5
         ,5
  X      ,5
         ,7
        X,5
XOOOXOXX ,9
OXOXX   O,6
         ,1
  XOOX XO,1
         ,1
 O     XX,7
       OX,9
     X   ,5
        X,5
 X   X  O,5
OXOOXXXO ,3
OX XOO XX,7
OX XOXOOX,3
XOO X  X ,9
 O  O X X,8
  X      ,5
 X O     ,1
X XOOX XO,2
 XO  O  X,1
X XOO    ,2
XXOOX O  ,8
   X  OOX,3
         ,5
         ,3
   X     ,5
  X  OX  ,5
         ,3
XOOX  OXX,5
         ,7
  OX     ,1
         ,1
OXOX X   ,5
 X   O   ,1
O XO  X  ,5
         ,3
OOX O  XX,6
 XXOXO  O,1
   X  O  ,9
O  OXXX O,3
OX    X O,5
X  OXOOX ,2
         ,7
 XXXO OOX,1
         ,5
XOXXOX  O,8
   X     ,5
XO  OXOXX,3
XO X X OO,5
XX O OXOX,5
  X   X O,5
 OXX     ,7
 X X    O,9
O       X,3
  X      ,5
X  X O   ,7
  O    X ,1
OXOOXX  X,7
  OX     ,7
OO   XXX ,3
OXXXXOO O,8
O OX XXO ,5
OOX  OX X,5
O XXO XO ,2
 X  O    ,7
OO  OXXX ,9
       X ,5
      X  ,5
     XO  ,3
O  XX   O,6
 XO OO XX,7
XOXXOX  O,8
O    OXX ,9
         ,1
  O XO X ,2
 X O     ,5
     X   ,5
  XO    X,6
    XXOO ,4
     X   ,5
 X  O X  ,5
XX  OOXO ,3
        X,5
    X    ,5
OXXOXX OO,7
 X       ,5
 OXXOX  O,1
      OX ,7
         ,7
  X X O  ,5
XXOO    X,5
XOO   X X,4
OXOX  XXO,5
XXO  OXOX,4
         ,3
    O X  ,3
  XXO O X,6
         ,3
 X       ,5
  O  XOXX,5
O XOO  XX,6
O X   XXO,5
   O XX O,5
X        ,5
 OXX  OX ,5
         ,3
X        ,5
OOXOOXXX ,9
   X     ,5
 O O X  X,3
         ,5
X        ,5
X X  XO O,8
 O     X ,5
   X     ,5
XOOXX OX ,6
  OX     ,5
 X  OXX O,1
        X,5
O OOXX XX,2
   X  XO ,1
XXO   X O,6
         ,9
O X   X  ,5
XX OX OO ,3
O    X   ,1
 XO    XO,5
O O  X  X,2
O X  OX  ,5
O X    OX,6
     X   ,5
XOOXXO   ,7
  X OX XO,1
         ,7
XO O XOXX,3
XXO O X  ,4
XO   O  X,5
X OO XO X,5
O   X    ,7
XO  XOOX ,9
      X  ,5
X  OOXO X,3
  XXO    ,5
    X    ,5
XO  XO   ,9
         ,5
         ,7
O    X   ,1
OXX  O XO,5
         ,7
X OO    X,5
 X O    X,7
         ,1
X  O O XX,5
XX X OOO ,3
     XX O,3
O   O XX ,9
 X    XO ,5
XOO O X X,4
OX X     ,7
 XX XO  O,1
OX   OXX ,5
 O  X XO ,3
OXX XO O ,7
XX O OOXX,5
OX   XXO ,9
XXOOXO   ,8
       XO,7
OX  OX  X,3
    X    ,5
XOOOOXX X,8
   X OX  ,1
 OXX OX  ,1
   O X  X,3
 OOXX   X,1
    X    ,5
 X       ,5
  XOX   O,7
  O  X OX,3
O   XO X ,2
 OO X OXX,1
      X  ,5
 X   OX  ,5
 XOOOXX  ,9
X OO XOXX,5
 O XXOOXX,1
   X     ,5
O  X  X  ,3
OX XOOXOX,5
 OOX XOXX,1
OXX XXO O,4
     X   ,5
         ,9
OXX   OXO,5
 XOX XXOO,1
X OO  XXO,6
X O    OX,5
   XO XXO,1
XO O OXX ,9
 X       ,5
O X X   O,7
O XO OXX ,5
         ,3
        X,5
X   X  O ,9
    X    ,5
 X   O   ,1
 XO XO  X,1
    X  O ,9
 O  XOXOX,1
O X O X X,6
O  XX OX ,2
OOXOX  X ,7
XO    XO ,4
O  OXOXX ,2
         ,5
        X,5
X OO    X,5
       XO,3
   X     ,5
 XXOX OOX,1
XXOX XOO ,5
 OO OXXX ,9
XOOX O  X,5
 X  OX O ,1
 O OX OXX,1
O X      ,1
       X ,5
O  X     ,9
OXX      ,5
  X OX   ,9
 XXO X  O,1
XO OXX   ,9
OO XX O X,6
  X    O ,1
XX OO XO ,3
  XX XO O,8
X  O    X,5
X        ,5
 O X XO  ,5
 OX  X   ,9
OXO  O XX,5
X    O   ,9
O X XO XO,2
   OXX   ,5
  X      ,5
XOXOXXO O,8
XXO OX XO,7
 X  OX   ,3
O       X,7
 XO  O  X,3
 OXXO   X,8
O  OX X  ,3
O      X ,5
X    XO  ,1
 OO X X  ,1
      X  ,5
     X   ,5
 OO XXXXO,1
  XXX OO ,9
  OOOXX X,8
 X    O  ,9
 OX X OX ,3
XX O    O,3
  XOX  XO,2
  XOXX O ,7
   X  O  ,1
 X OOXXXO,1
         ,5
     OX X,8
X OX O   ,7
  O    X ,1
O OX XXXO,2
    X O  ,3
O       X,1
         ,7
         ,9
   O X   ,7
XOX  XOO ,9
         ,7
  OX     ,3
 XOXOO XX,7
         ,7
         ,7
         ,9
 X OXXO  ,1
     X  O,5
  X XOO X,1
         ,7
X  XXOO  ,9
      X  ,5
XOO X  X ,9
 X   OO X,3
      X  ,5
 XO OXXO ,7
    XO  X,1
OOX  OX X,5
O  XX XOO,3
 X X    O,5
 O X   X ,9
X   OOX  ,4
X XXO OO ,2
O XXX OOX,6
OXXX    O,5
 O OXOXX ,3
  XXOO X ,1
         ,1
         ,3
X  XXO O ,7
 X    O  ,9
         ,3
   XXO XO,3
 XOOOX XX,7
     OX  ,1
      X O,9
    XO   ,9
OX     XO,5
XXO OX XO,7
XX OO XOX,6
 O  X OX ,5
 X    O  ,9
X    O   ,5
O XXO    ,9
        X,5
XX  XOOO ,3
 OOXOX X ,1
 O   X  X,3
   X  OX ,1
         ,5
OXX  O   ,7
 O  XOXXO,3
O OXO XX ,9
   XO    ,3
X X  OXOO,2
  X      ,5
         ,1
   X  O  ,3
 XO X OOX,1
O OOXXX  ,2
O  OXXXO ,3
OOXX XO  ,5
   X     ,5
     X   ,5
         ,9
  O  X XO,9
 O OX   X,1
OO X   XX,3
  O     X,3
 OXX OXOX,5
X  O OX  ,5
OXX XO   ,7
O   X    ,3
X O OXXXO,4
 OXXO XXO,1
  XXO  OX,2
 XOO XOX ,5
OOX  XX O,5
   XOX   ,1
O O OX XX,7
   X   O ,1
 XX XOOO ,1
X        ,5
  O O X X,8
X        ,5
OOXX    X,6
XOO  XXOX,5
         ,3
 X OX O  ,8
XX O  XOO,3
 OO X   X,1
  OOX  X ,2
        X,5
  OOOX XX,7
X XOO    ,2
OO XO X X,8
  XOOXXO ,9
  X      ,5
 O   XX  ,5
O OXXOXX ,2
  O XOOXX,1
XX OX XOO,3
X  XOOOX ,3
XO       ,1
  O   X  ,9
         ,5
XOO  OXX ,4
O X   O X,6
    X    ,5
   X X O ,5
OO X X X ,3
O X XO   ,7
  X OX   ,9
X OX X OO,5
         ,1
   OXX   ,5
    X   O,7
     X   ,5
 O X   X ,7
XO   XOXO,5
         ,9
  XXO  OX,2
X   OOOXX,3
  O OX X ,7
   O  X  ,3
 XOXX OO ,6
XO  X X O,3
   O  X  ,5
OX X   XO,5
O X X O  ,4
OXXOO  XX,6
XXOOX   O,8
O X  XX O,5
 O    X  ,5
XX    OOX,3
X        ,5
  X      ,5
O  X X  O,5
      X  ,5
     X   ,5
 OXO  X X,5
 XO OOXX ,9
X        ,5
OX  XO   ,8
  XOXXOXO,1
  OXX O  ,6
  X  XOO ,9
  O  X   ,3
    X  O ,9
    X    ,5
X O     X,5
X OO XXXO,5
XO      X,5
 X   O OX,5
     X O ,5
X XO XO O,2
XX    O  ,3
 X OOXOX ,1
OO X X XO,5
  XOXO OX,1
  O XO  X,1
XO   O X ,7
  X    O ,5
 X       ,5
X  XOO OX,7
 XOXX XOO,6
O O XOX X,8
XOX     O,5
         ,3
 O    X  ,3
 X  O    ,7
XOX OX XO,9
         ,7
O X XXOO ,4
X   X   O,3
       XO,1
X  OX XOO,3
X OOXX O ,9
 O XXOXO ,1
O       X,5
         ,9
OOX X  XO,7
X  X O   ,7
XX O    O,3
  O  X   ,9
         ,7
X  OOXXOX,2
X        ,5
XXO  OX  ,9
XX O O   ,3
    X    ,5
X        ,5
XX   XO O,8
         ,7
OOX  XX  ,5
   X X O ,5
OO XXOXXO,3
       OX,5
O XX OOXX,5
O XO XX  ,5
X        ,5
XX   O O ,3
 X X OX O,3
X    XO O,8
       XO,7
OXX O OXX,4
XOXO  XXO,5
XO  X    ,9
 XOXOOX  ,1
         ,3
     XO  ,9
 OXOXX O ,7
XXOO     ,1
  XO XXOO,5
         ,3
     OX  ,5
 XXOO X O,1
OX O OXX ,5
    X O X,1
O XOOXX  ,9
 OOX OXX ,1
 OO X  XX,1
   O  X  ,5
XX XO  OO,3
 XXX OOO ,1
         ,9
O   XXOX ,4
O    XX  ,7
         ,1
         ,5
 XX OO XO,1
X OO XOX ,5
 X X O XO,3
OX  X    ,8
       X ,5
 OXX O OX,5
OOX  X   ,9
      X  ,5
O    X  X,3
         ,9
OX OXX  O,8
OOX X OXX,4
XOO  XXO ,4
  X      ,5
      X  ,5
    O  XX,7
XXOOO XOX,6
X  X   O ,7
XX O     ,3
 O  OXX X,8
  O    X ,5
 X X OO  ,7
 O  XX   ,4
   XX   O,6
OOX   X  ,5
O  X     ,7
  X O    ,9
   XXO XO,3
  XX  O  ,1
         ,3
XOX XO O ,7
X   O    ,1
 XXXO O  ,1
     XO  ,9
         ,9
X OXOX OX,2
X X  O O ,2
    X O  ,9
OX O XXXO,5
  XOX    ,7
OXO  XXO ,7
XOXX   O ,5
    X    ,5
        X,5
OO XXOOXX,3
XOXOXX O ,7
 XOXXO   ,9
XXOXXO O ,9
  X      ,5
         ,1
O  XO   X,5
XO O XXOX,5
 O X  XO ,1
XX OOXO  ,3
X O  X  O,1
  X X OOX,1
   X  O  ,3
X  OX XOO,3
  O X    ,1
 OX XO OX,1
       X ,5
OX       ,9
       X ,5
    XXXOO,3
   OX    ,9
 X XO OOX,3
 XX  O  O,1
XOXO OXXO,5
OX  OXOXX,3
OX    X  ,5
 X O X   ,1
O X OX X ,9
  O X  X ,2
X X OX O ,2
X X OXO  ,2
     XO  ,9
         ,9
  OOX  X ,2
  O    XX,7
         ,9
         ,7
  OX X  O,5
O  OOX XX,3
    OX   ,7
X O X    ,9
         ,7
   X     ,5
   XXO XO,3
O    XXOX,3
X XX   OO,7
  X  O X ,9
XOX      ,5
XOXXO  XO,7
   O  X  ,1
 XO     X,7
         ,9
 O X  X  ,1
        X,5
    XO   ,7
OO  OXXX ,9
OX  XXOO ,4
X    OXXO,3
  X   XO ,5
XOXO  XOX,5
    O XX ,9
O O XXXXO,2
OXO  XOXX,4
 OXX OXXO,1
X OXOX OX,2
         ,7
OO OXXX X,3
         ,3
OXXXO XO ,9
         ,1
        X,5
 X  XO O ,3
        X,5
 X  OOXX ,4
 XOOOXXOX,7
         ,3
X        ,5
  X      ,5
       X ,5
 X X  O O,8
O XX O OX,1
 OOXXO  X,1
  OX OXOX,1
  X  OXXO,5
X        ,5
         ,3
 XXOXO O ,1
OXOOXX  X,7
O OOXX X ,2
         ,3
         ,7
   OOX X ,3
 X       ,5
O   XX  O,4
O  X  X  ,7
         ,1
X    O   ,7
        X,5
     XO  ,3
 XXOO  OX,1
         ,5
 OXOX    ,7
O X  XX O,5
 XX  O   ,1
        X,5
X  XOX O ,2
 XXO O XO,1
         ,7
    X  O ,3
         ,9
  OXXO  X,1
X O XO   ,9
  X   O  ,3
XX  XO OO,3
    X O  ,3
 XX  XO O,8
O  XOX   ,9
 XO O XXO,1
   OXXXO ,3
XOX  OX O,4
  X      ,5
         ,1
 OXO XXO ,5
         ,5
XXOOXO   ,8
OOXX OXXO,5
XOOX  OXX,5
  X  XO  ,9
   X O   ,5
         ,3
   XO X  ,1
 XOO   X ,5
 OO   XX ,9
XO O  X  ,7
XOXX O OX,5
 O XO   X,8
XOOO XX  ,9
XOXOO XXO,6
 O    X  ,7
OO XXO XX,3
         ,7
X X  O   ,2
O X      ,9
  XOOX XO,1
  O X   X,1
   XO X O,1
 XO X    ,8
O   XXOOX,3
         ,3
X  XO  O ,7
  X  OX  ,5
 XOXOX OX,7
 XX OOXOX,4
O OX X   ,5
         ,5
O XOO X X,6
O    XX  ,3
  XXXO OO,7
         ,7
     O XX,7
OX   OX  ,5
         ,3
 XXO   OX,1
  OX XO X,5
X  O X   ,7
X O  O  X,5
OXO OXXX ,9
OXOX X   ,5
 XX XO O ,1
   X O X ,7
X  XXOOXO,3
XOXXO O X,8
O  OX   X,7
OXXOXX OO,7
XO   OXX ,4
        X,5
         ,7
     X   ,5
 XX    O ,1
       X ,5
  OOXXXO ,9
  X  XO  ,9
 XOO    X,3
OO   XX  ,3
  X   OX ,3
 X       ,5
 X    O X,5
 XO  XXO ,5
 XX  X OO,7
O  O XXX ,9
OXX OXOX ,4
  X  X  O,3
 O  X    ,1
XO XX  OO,6
     XO  ,5
    XOOX ,2
O X XXOXO,4
O  O X X ,7
  XOXXOXO,1
X    X  O,1
         ,7
 X X OOOX,9
OX XXOO X,8
 XX O    ,1
 O O   XX,7
XOXXOXO O,8
O X  XO  ,9
         ,7
XX O  XOO,3
       X ,5
 OXOX OXX,1
XX O  XO ,3
XOOX O XX,5
XXO O  OX,7
OXXX XO O,5
X        ,5
 OX X    ,7
XX X O  O,3
         ,5
XX X  O O,8
 O XX  O ,6
   O X OX,3
  X O  X ,9
 X    O X,9
         ,3
  OX    X,1
 OOX X   ,5
OO XX X O,3
   XO X  ,1
      O X,1
 O  XX  O,4
     X   ,5
X    O   ,9
      X  ,5
  X   O  ,3
XOOOXOXX ,9
O  XX  O ,6
OOXOXO XX,7
XOX  OXOX,5
 O     X ,7
 O OX XX ,3
XXOXOO X ,7
XXOOX XOO,6
         ,1
 XOO   X ,5
OX X  O X,9
X X  O  O,2
         ,1
  XOXO   ,7
         ,9
  XOX  O ,7
XXO      ,9
X   O    ,3
XOOXOO XX,7
  X  O XO,7
O OXX XXO,2
         ,3
         ,5
 XO X XOO,6
         ,9
  X    OX,6
XO O  X  ,7
OX X   O ,1
         ,3
      XOX,7
  XO  O X,6
XO O  X  ,5
         ,3
         ,3
 O XOXX  ,8
X    OX  ,4
 XOX XO  ,5
         ,7
OX  XXO  ,4
OX X  O  ,9
X OOOXXXO,2
XOX OOXXO,4
 X       ,5
         ,5
X  O X   ,3
 O  O XX ,9
X        ,5
O  X OXOX,1
OX X OOXX,5
XOOX X XO,5
  XX O  O,9
   OX  X ,2
  O XXOXO,2
XXOO XX O,8
 OX X   O,7
      X  ,5
 XX X  OO,7
 X       ,5
 X       ,5
X  O  O X,5
         ,1
         ,1
 OXX X O ,5
OXXOXO  X,7
 O XXOX O,1
    X    ,5
 X XOOO X,3
  O  XX  ,7
   OXXOXO,2
  X O XXO,1
X OX   O ,7
X OOO X X,8
X X OO OX,2
    X   O,9
      X  ,5
 X    X O,9
         ,7
OOXXXOO X,8
X O   XO ,4
X  O  O X,5
       X ,5
XXOOX XOO,6
    X    ,5
XO  X XO ,3
   X X O ,5
 X     O ,9
         ,9
 X       ,5
O O X  X ,2
 O     X ,3
   O  X  ,5
XO    O X,5
   O   XX,7
X       O,5
 X OOXOXX,1
 OXO    X,6
         ,5
X  OX    ,9
 X XXO O ,3
XO XO O X,3
O  X OX  ,5
 OO XOX X,1
 X XOO  X,7
     X O ,5
 O   XXO ,5
 O  X    ,3
X   XXO O,8
XX O OOXX,5
 OXX XO  ,5
X XOX  OO,2
         ,5
     X   ,5
  O    X ,9
OOX XXOXO,4
  XO   X ,7
 X O     ,3
         ,7
OOX   X  ,5
X  O     ,9
XX OOXOX ,3
O  XO X  ,9
      XOX,9
XX   OX O,3
X  O  X O,5
         ,1
         ,3
 O   X X ,9
      X  ,5
   X   O ,9
    XOOX ,2
         ,9
         ,1
 X XO  XO,1
    OX   ,5
OXXX XO O,5
 O XXO X ,3
 X X    O,1
O   X OXX,4
X O XXOO ,4
XXO O  XO,6
X   OXOOX,3
XOOX   OX,5
         ,5
 O  XX O ,4
   XX  O ,6
 O XX    ,6
 X     O ,3
OOXXOO XX,7
O   X    ,9
XOOXX OXO,6
X  X    O,7
O  O X  X,3
   OX    ,9
        X,5
XX  OO   ,3
  O O XX ,9
O OXX    ,6
XOOX   X ,7
       X ,5
 O X XXOO,1
         ,9
O   X    ,9
         ,9
 O      X,3
OXOOOXX X,8
XO    X  ,4
 OXX  OXO,7
X  XXOO O,3
OXXX OO X,8
 OOX X   ,5
O OXXOX X,2
XO    O X,5
XXOX  O O,5
         ,5
 O  XX   ,4
   X O   ,1
   O  XXO,9
   X     ,5
X  XOX OO,7
X O      ,1
 X       ,5
O XX XO  ,5
XO O OX X,5
XX  O O  ,3
  XOXXOO ,9
         ,3
X O OOXX ,4
       X ,5
   XXO   ,7
 X   O  X,7
X  O XO X,3
 XOXX XOO,6
    X    ,5
O    X   ,3
   X    O,5
 XO      ,3
 X O     ,1
  XOX OOX,1
OXXX OO X,8
 O XO X  ,1
   X     ,5
         ,9
         ,7
OXO XXOOX,4
OOX XO XX,7
    X    ,5
OOXO  XX ,5
   X     ,5
X O OXX  ,4
         ,9
         ,9
OOX X O X,6
    XX  O,4
O  XX O  ,6
 O   XX O,3
X OO OX X,5
OXXO OX X,5
 O     X ,1
O   X    ,5
 O   XX O,7
XX  O O  ,3
OX   XO X,4
 XX  O  O,1
    XOX O,3
OXXO    X,7
XXOOO XXO,6
 O X  XO ,1
        X,5
XO   OXX ,4
 XOO  XX ,5
  X OXOXO,1
    XO   ,1
 OX      ,7
   OXX XO,2
  OX XXOO,1
    X   O,1
 X O  X O,3
OX X O  X,9
X  O  X O,5
  X   O  ,7
O    OXX ,9
 XXO    O,1
XXOO XOXO,5
         ,3
  XXOX OO,1
         ,9
OOXX  OX ,7
OX OOXXOX,3
O  X  X  ,5
   X     ,5
   X     ,5
  X  X O ,9
  OX     ,3
  X    OX,6
  X      ,5
X    O  X,5
 X   XOXO,5
  X  O   ,9
         ,9
  X      ,5
XOX  O OX,5
      X  ,5
OO  XX X ,3
         ,9
   XOXX O,1
  X      ,5
XX OO XXO,6
         ,9
X X  O  O,2
 OOX  XOX,1
O   X    ,7
     O X ,9
 OX XX OO,4
         ,3
 O     X ,5
O X XO   ,7
XX  OO   ,3
 OX      ,9
XX OOXOXO,3
X X O    ,2
  X  XOXO,3
O  OXX XO,2
 XOX OX  ,9
         ,3
         ,1
   X  X O,1
         ,5
 XX  O O ,1
X O   X O,4
O XO X X ,7
 OO XXX O,4
 OX     X,6
X    XOOX,3
 XO    X ,5
XXOO X  O,9
OO XX OXX,3
OXXOOXX  ,9
 X       ,5
 OO XXOXX,1
    XOOX ,2
  X     O,9
XX XXOOO ,9
  OXX O  ,6
         ,3
XXOOO XX ,6
   X   O ,3
  XO    X,6
 O   X XO,7
O X OOXX ,9
    X    ,5
 X O O  X,5
   X  O X,7
 O  X O X,1
   OX  X ,2
OX X X  O,5
XX   O   ,3
X  OXO X ,2
  X    OX,6
 OX   X O,5
         ,7
   O   X ,3
O X X  O ,7
OOXX XX O,5
XX OOX   ,3
         ,1
X        ,5
O  XXOX O,3
X O      ,1
 OXOXXOX ,1
 XO  X O ,9
OOX    XX,6
 X  OX   ,3
    O X  ,3
OOX X   X,6
OX X X OO,5
XO OX    ,9
  XXO  XO,1
 XO    X ,5
 O OXXOXX,1
XOXO  O X,5
OO  XXX O,3
     X   ,5
 OOXXOX  ,1
OXOX X OX,5
 OX      ,1
X  O X   ,1
 XXO OXOX,5
         ,7
OX    OX ,5
O   X   X,9
 XX OOXXO,1
 O X X  O,5
   X     ,5
 OX   X  ,5
    OX   ,5
         ,1
OX  OXOXX,3
    XO   ,3
        X,5
XX O O   ,3
         ,5
         ,1
XOX  XXOO,5
  X OXO  ,9
  X  OXO ,5
 XOXOOX X,1
         ,7
OXXXXOOO ,9
OX   X   ,5
OX O X X ,7
       X ,5
X X OO  X,4
   X     ,5
XO     X ,5
     OX  ,1
  X     O,3
OX OXOX X,3
         ,9
 O X X   ,5
XXO X XOO,6
XO       ,7
     X   ,5
X        ,5
  XXXOOO ,9
 OXXOXOXO,1
  X XO O ,7
  O X    ,3
XO X   O ,7
     X   ,5
OO XXOXOX,3
O XOX  XO,2
  X   O  ,3
 XO XO  X,1
OX   XOX ,4
OXO  XO X,4
        X,5
         ,9
         ,3
X XO XO O,2
 OXO  X  ,5
 X   O  X,1
      X  ,5
    X    ,5
 X    OOX,3
  X      ,5
 X XX O O,8
O OXOXX  ,2
OOX   X X,5
XOXO   OX,5
X XOOXO  ,2
 XOX OOX ,5
 XXO XO O,1
  X O    ,1
O  X     ,9
X      O ,5
XOX  O   ,3
 XO   X  ,9
OX  X OOX,4
OX  XXOOX,4
         ,1
X O  XO  ,5
  X     O,1
 XX O O X,1
    OXX  ,9
OOX O  XX,6
XO XXOO  ,9
 XX   OOX,1
   OO  XX,7
  X O    ,3
 OXXOXOX ,9
     O  X,5
O    X   ,5
X X OOOXX,4
  X  O X ,3
O  X   X ,9
X  OX O  ,9
X O    OX,5
  OX  X O,1
XXOOO XX ,6
  O X O X,1
         ,5
XOO     X,5
OXXOX    ,7
         ,7
OOX    X ,3
X  O     ,3
         ,9
 XX OOX O,1
  O X    ,5
O  X     ,1
         ,3
 X  O XO ,7
X O   XO ,4
   XX O  ,6
     X  O,5
    O  XX,7
XOX OOOXX,4
      XO ,7
OXX   XOO,5
         ,3
X OO   X ,1
 OX  XO  ,9
XO     OX,5
X X  OO X,2
     X O ,9
XOX O XXO,4
XOOXX OX ,6
X    O  X,5
  X      ,5
 OX      ,5
   X OOXX,1
 OXX O X ,1
O  X X O ,5
XOXX OOX ,3
     X   ,5
XXOOO X  ,6
      X  ,5
 XXOOXXOO,1
       X ,5
XOXO  XOX,5
  XXO    ,3
         ,7
 XOOXX   ,8
   X  OX ,5
  X      ,5
XXOOO XOX,6
X   O OXX,3
 OOXX    ,6
X        ,5
         ,7
X XXO  OO,2
 XX OO   ,1
 X       ,5
XX  O OX ,3
        X,5
XX X   OO,7
    X  O ,5
X XOO  X ,6
X X OOO X,2
         ,3
 O O  XX ,9
O  XOX   ,9
XX OXXO O,8
 OX XXOO ,4
 XO   XXO,6
         ,9
OXOX  OXX,5
    X    ,5
         ,9
 XO     X,5
         ,5
    XO   ,1
XO  OX   ,8
OXX    XO,5
         ,3
        X,5
 OXO  XOX,5
 O  XX   ,4
  X    O ,1
X OOXXO  ,9
OO OX  XX,7
 X       ,5
         ,7
XXO  O   ,9
 XXX OO O,1
 O X O  X,7
         ,3
  X X  O ,7
   O  XOX,3
   X     ,5
X        ,5
 OX   XXO,5
 XOXOOXX ,9
     O X ,5
 X OX XO ,3
    X    ,5
  O     X,7
OX OXXXOO,3
XOOX   XO,7
XOX XO XO,7
O   O XX ,9
         ,9
 OXXXOOOX,1
  O XX   ,4
O OXX   X,2
        X,5
     X  O,1
XO       ,5
XXO      ,1
O X X   O,7
O  XXO  X,1
      X  ,5
X OX O X ,9
   OO  XX,7
 X       ,5
OX    X O,5
 O XX OXO,6
XO XXOOXO,3
  X  X  O,5
 OXXXO XO,7
  XX   O ,1
O   XOOXX,2
O  O XXXO,5
  X  O X ,1
X X O  OX,2
X X O    ,2
 XO XOX  ,9
    X    ,5
